Date,Weekday,Time,Program,Program_Sheet,Time_Slot,Rating,Cleaned_Series_Name,4歲以上,15-44歲,4歲以上最高,4歲以上女性,4歲以上男性,15-24歲,15-24歲女性,15-24歲男性,25-34歲,25-34歲女性,25-34歲男性,35-44歲,35-44歲女性,35-44歲男性,45-54歲,45-54歲女性,45-54歲男性,55歲以上,55歲以上女性,55歲以上男性
2024-01-30,二,17:30:00,蠟筆小新  (第 451 集)(普),2024年1月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,17:30~18:00,0.12,蠟筆小新,0.12,0.09,0.12,0.13,0.11,0.05,0.09,0.01,0.14,0.11,0.17,0.08,0.11,0.06,0.18,0.21,0.15,0.14,0.11,0.17
2024-01-30,二,18:00:00,蠟筆小新  (第 452 集)(普),2024年1月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,18:00~18:30,0.17,蠟筆小新,0.17,0.16,0.17,0.17,0.16,0.11,0.14,0.08,0.23,0.17,0.29,0.15,0.16,0.15,0.19,0.23,0.16,0.17,0.17,0.18
2024-01-30,二,18:30:00,蠟筆小新  (第 453 集)(普),2024年1月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,18:30~19:00,0.21,蠟筆小新,0.21,0.2,0.21,0.21,0.2,0.14,0.11,0.16,0.29,0.19,0.38,0.18,0.2,0.17,0.22,0.29,0.13,0.22,0.23,0.2
2024-01-30,二,19:00:00,浮圖緣 首播 (第 21 集)(普),2024年1月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,19:00~20:00,0.17,浮圖緣,0.17,0.14,0.19,0.21,0.14,0.07,0.11,0.04,0.24,0.25,0.24,0.12,0.11,0.12,0.16,0.2,0.11,0.27,0.35,0.19
2024-01-30,二,20:00:00,浮圖緣 首播 (第 22 集)(普),2024年1月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,20:00~21:00,0.22,浮圖緣,0.22,0.18,0.22,0.26,0.17,0.15,0.19,0.11,0.27,0.24,0.29,0.13,0.16,0.09,0.24,0.3,0.16,0.33,0.4,0.25
2024-01-30,二,21:00:00,醫師好辣 首播 (第 291 集)(普),2024年1月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,21:00~22:00,0.07,醫師好辣,0.07,0.05,0.08,0.07,0.06,0.03,0.03,0.02,0.09,0.09,0.1,0.05,0.04,0.06,0.05,0.06,0.05,0.11,0.14,0.08
2024-01-30,二,22:00:00,浮圖緣  (第 21 集)(普),2024年1月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,22:00~23:00,0.05,浮圖緣,0.05,0.06,0.05,0.05,0.05,0.04,0.02,0.05,0.08,0.09,0.07,0.05,0.02,0.09,0.02,0.02,0.02,0.07,0.08,0.06
2024-01-30,二,23:00:00,浮圖緣  (第 22 集)(普),2024年1月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,23:00~24:00,0.05,浮圖緣,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.08,0.09,0.07,0.03,0.02,0.05,0.04,0.02,0.05,0.06,0.1,0.02
2024-01-31,三,00:00:00,神鵰俠侶  (第 51 集)(普),2024年1月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,00:00~01:00,0.02,神鵰俠侶,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.04,0.02,0.06,0.01,0.01,0.02,0.02,0.04,0.0,0.03,0.04,0.03
2024-01-31,三,01:00:00,神鵰俠侶(完)  (第 52 集)(普),2024年1月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,01:00~02:00,0.01,神鵰俠侶,0.01,0.01,0.01,0.01,0.02,0.0,0.0,0.0,0.02,0.01,0.04,0.0,0.01,0.0,0.01,0.02,0.01,0.03,0.02,0.04
2024-01-31,三,02:00:00,地球的慶典  (第 60 集)(普),2024年1月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,02:00~03:00,0.0,地球的慶典,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
2024-01-31,三,03:00:00,地球的慶典  (第 61 集)(普),2024年1月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,03:00~04:00,0.0,地球的慶典,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-31,三,04:00:00,東宮  (第 19 集)(普),2024年1月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,04:00~05:00,0.0,東宮,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0
2024-01-31,三,05:00:00,東宮  (第 20 集)(普),2024年1月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,05:00~06:00,0.0,東宮,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.0,0.0,0.0
2024-01-31,三,06:00:00,蠟筆小新  (第 452 集)(普),2024年1月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,06:00~06:30,0.0,蠟筆小新,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.0
2024-01-31,三,06:30:00,蠟筆小新  (第 453 集)(普),2024年1月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,06:30~07:00,0.0,蠟筆小新,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.02,0.0,0.01,0.0
2024-01-31,三,07:00:00,神鵰俠侶  (第 51 集)(普),2024年1月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,07:00~08:00,0.02,神鵰俠侶,0.02,0.01,0.02,0.02,0.02,0.01,0.01,0.01,0.02,0.03,0.02,0.01,0.0,0.03,0.02,0.01,0.03,0.03,0.04,0.01
2024-01-31,三,08:00:00,神鵰俠侶(完)  (第 52 集)(普),2024年1月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,08:00~09:00,0.05,神鵰俠侶,0.05,0.04,0.05,0.06,0.04,0.03,0.05,0.01,0.05,0.04,0.05,0.05,0.02,0.08,0.08,0.11,0.04,0.06,0.09,0.03
2024-01-31,三,09:00:00,浮圖緣  (第 21 集)(普),2024年1月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,09:00~10:00,0.05,浮圖緣,0.05,0.04,0.05,0.07,0.03,0.02,0.04,0.0,0.08,0.07,0.09,0.03,0.04,0.02,0.06,0.09,0.02,0.08,0.11,0.05
2024-01-31,三,10:00:00,浮圖緣  (第 22 集)(普),2024年1月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,10:00~11:00,0.06,浮圖緣,0.06,0.05,0.06,0.07,0.05,0.02,0.04,0.01,0.09,0.07,0.12,0.03,0.04,0.03,0.08,0.1,0.06,0.1,0.12,0.07
2024-01-31,三,11:00:00,雪中悍刀行  (第 25 集)(普),2024年1月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,11:00~12:00,0.09,雪中悍刀行,0.09,0.06,0.1,0.09,0.09,0.02,0.03,0.01,0.1,0.12,0.07,0.07,0.08,0.05,0.1,0.1,0.11,0.14,0.14,0.15
2024-01-31,三,12:00:00,雪中悍刀行  (第 26 集)(普),2024年1月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,12:00~13:00,0.13,雪中悍刀行,0.13,0.1,0.14,0.13,0.13,0.05,0.05,0.05,0.13,0.17,0.09,0.12,0.13,0.12,0.1,0.07,0.13,0.19,0.2,0.18
2024-01-31,三,13:00:00,浮圖緣  (第 21 集)(普),2024年1月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,13:00~14:00,0.1,浮圖緣,0.1,0.09,0.1,0.09,0.1,0.08,0.04,0.11,0.13,0.13,0.12,0.06,0.05,0.08,0.07,0.08,0.07,0.16,0.16,0.15
2024-01-31,三,14:00:00,浮圖緣  (第 22 集)(普),2024年1月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,14:00~15:00,0.1,浮圖緣,0.1,0.11,0.1,0.09,0.11,0.15,0.1,0.19,0.14,0.12,0.17,0.05,0.04,0.06,0.09,0.08,0.1,0.15,0.15,0.16
2024-01-31,三,15:00:00,星漢燦爛  (第 1 集)(普),2024年1月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,15:00~16:00,0.12,星漢燦爛,0.12,0.12,0.12,0.12,0.12,0.19,0.16,0.2,0.14,0.13,0.15,0.04,0.05,0.03,0.12,0.1,0.14,0.18,0.21,0.15
2024-01-31,三,16:00:00,星漢燦爛  (第 2 集)(普),2024年1月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,16:00~17:00,0.13,星漢燦爛,0.13,0.1,0.13,0.14,0.12,0.14,0.15,0.14,0.1,0.09,0.11,0.06,0.07,0.05,0.11,0.1,0.11,0.21,0.23,0.17
2024-01-31,三,17:00:00,蠟筆小新  (第 454 集)(普),2024年1月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,17:00~17:30,0.08,蠟筆小新,0.08,0.05,0.08,0.08,0.07,0.06,0.12,0.01,0.07,0.04,0.09,0.03,0.03,0.03,0.07,0.06,0.08,0.13,0.14,0.11
2024-01-31,三,17:30:00,蠟筆小新  (第 455 集)(普),2024年1月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,17:30~18:00,0.11,蠟筆小新,0.11,0.1,0.11,0.12,0.11,0.06,0.08,0.04,0.09,0.07,0.11,0.14,0.17,0.12,0.11,0.08,0.14,0.13,0.12,0.13
2024-01-31,三,18:00:00,蠟筆小新  (第 456 集)(普),2024年1月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,18:00~18:30,0.15,蠟筆小新,0.15,0.14,0.15,0.16,0.15,0.11,0.14,0.08,0.14,0.1,0.17,0.18,0.2,0.16,0.18,0.18,0.18,0.15,0.14,0.16
2024-01-31,三,18:30:00,蠟筆小新 首播 (第 491 集)(普),2024年1月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,18:30~19:00,0.17,蠟筆小新,0.17,0.14,0.17,0.17,0.16,0.09,0.13,0.06,0.19,0.12,0.25,0.14,0.2,0.08,0.23,0.23,0.23,0.17,0.15,0.18
2024-01-31,三,19:00:00,浮圖緣 首播 (第 23 集)(普),2024年1月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,19:00~20:00,0.18,浮圖緣,0.18,0.16,0.19,0.21,0.14,0.16,0.16,0.16,0.19,0.22,0.16,0.14,0.18,0.09,0.2,0.19,0.2,0.21,0.28,0.14
2024-01-31,三,20:00:00,浮圖緣 首播 (第 24 集)(普),2024年1月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,20:00~21:00,0.25,浮圖緣,0.25,0.23,0.25,0.29,0.21,0.28,0.32,0.25,0.28,0.35,0.21,0.14,0.14,0.14,0.29,0.29,0.29,0.31,0.41,0.2
2024-01-31,三,21:00:00,醫師好辣 首播 (第 292 集)(普),2024年1月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,21:00~22:00,0.11,醫師好辣,0.11,0.13,0.13,0.11,0.09,0.21,0.21,0.21,0.1,0.1,0.1,0.09,0.04,0.14,0.11,0.14,0.07,0.11,0.14,0.08
2024-01-31,三,22:00:00,浮圖緣  (第 23 集)(普),2024年1月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,22:00~23:00,0.07,浮圖緣,0.07,0.07,0.07,0.06,0.07,0.11,0.12,0.09,0.05,0.03,0.07,0.06,0.02,0.1,0.06,0.08,0.05,0.09,0.09,0.08
2024-01-31,三,23:00:00,浮圖緣  (第 24 集)(普),2024年1月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,23:00~24:00,0.06,浮圖緣,0.06,0.05,0.06,0.06,0.05,0.04,0.08,0.02,0.05,0.04,0.06,0.06,0.04,0.08,0.02,0.02,0.01,0.1,0.11,0.1
2024-02-01,四,00:00:00,星漢燦爛  (第 1 集)(普),2024年2月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,00:00~01:00,0.04,星漢燦爛,0.04,0.05,0.04,0.03,0.04,0.04,0.05,0.03,0.06,0.05,0.07,0.04,0.02,0.06,0.02,0.04,0.0,0.05,0.04,0.05
2024-02-01,四,01:00:00,星漢燦爛  (第 2 集)(普),2024年2月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,01:00~02:00,0.01,星漢燦爛,0.01,0.01,0.01,0.01,0.02,0.03,0.05,0.01,0.0,0.0,0.0,0.01,0.0,0.02,0.03,0.03,0.02,0.02,0.01,0.02
2024-02-01,四,02:00:00,地球的慶典  (第 62 集)(普),2024年2月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,02:00~03:00,0.01,地球的慶典,0.01,0.01,0.01,0.02,0.0,0.02,0.04,0.0,0.02,0.03,0.02,0.0,0.01,0.0,0.01,0.02,0.0,0.01,0.02,0.0
2024-02-01,四,03:00:00,地球的慶典  (第 63 集)(普),2024年2月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,03:00~04:00,0.0,地球的慶典,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-01,四,04:00:00,東宮  (第 21 集)(普),2024年2月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,04:00~05:00,0.0,東宮,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-01,四,05:00:00,東宮  (第 22 集)(普),2024年2月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,05:00~06:00,0.0,東宮,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.03,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
2024-02-01,四,06:00:00,蠟筆小新  (第 456 集)(普),2024年2月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,06:00~06:30,0.0,蠟筆小新,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0
2024-02-01,四,06:30:00,蠟筆小新  (第 491 集)(普),2024年2月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,06:30~07:00,0.0,蠟筆小新,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.01
2024-02-01,四,07:00:00,星漢燦爛  (第 1 集)(普),2024年2月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,07:00~08:00,0.02,星漢燦爛,0.02,0.01,0.02,0.02,0.01,0.0,0.0,0.0,0.01,0.02,0.01,0.02,0.02,0.02,0.01,0.0,0.01,0.02,0.03,0.01
2024-02-01,四,08:00:00,星漢燦爛  (第 2 集)(普),2024年2月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,08:00~09:00,0.03,星漢燦爛,0.03,0.03,0.03,0.04,0.03,0.01,0.02,0.0,0.03,0.05,0.01,0.04,0.01,0.07,0.05,0.06,0.03,0.05,0.07,0.02
2024-02-01,四,09:00:00,浮圖緣  (第 23 集)(普),2024年2月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,09:00~10:00,0.04,浮圖緣,0.04,0.02,0.04,0.05,0.04,0.03,0.02,0.04,0.02,0.02,0.02,0.03,0.01,0.05,0.04,0.06,0.02,0.08,0.1,0.05
2024-02-01,四,10:00:00,浮圖緣  (第 24 集)(普),2024年2月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,10:00~11:00,0.07,浮圖緣,0.07,0.04,0.08,0.08,0.07,0.04,0.0,0.06,0.04,0.02,0.05,0.06,0.06,0.06,0.05,0.07,0.02,0.13,0.16,0.09
2024-02-01,四,11:00:00,雪中悍刀行  (第 27 集)(普),2024年2月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,11:00~12:00,0.11,雪中悍刀行,0.11,0.07,0.12,0.11,0.1,0.07,0.02,0.11,0.05,0.05,0.06,0.09,0.07,0.11,0.12,0.13,0.1,0.17,0.21,0.13
2024-02-01,四,12:00:00,雪中悍刀行  (第 28 集)(普),2024年2月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,12:00~13:00,0.15,雪中悍刀行,0.15,0.14,0.15,0.16,0.14,0.11,0.1,0.12,0.15,0.2,0.1,0.15,0.15,0.16,0.13,0.11,0.17,0.2,0.24,0.16
2024-02-01,四,13:00:00,浮圖緣  (第 23 集)(普),2024年2月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,13:00~14:00,0.12,浮圖緣,0.12,0.13,0.13,0.12,0.12,0.13,0.13,0.13,0.15,0.21,0.09,0.12,0.11,0.14,0.11,0.09,0.13,0.14,0.14,0.14
2024-02-01,四,14:00:00,浮圖緣  (第 24 集)(普),2024年2月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,14:00~15:00,0.13,浮圖緣,0.13,0.12,0.13,0.13,0.13,0.09,0.11,0.08,0.15,0.2,0.1,0.13,0.12,0.14,0.12,0.15,0.09,0.17,0.16,0.18
2024-02-01,四,15:00:00,星漢燦爛  (第 3 集)(普),2024年2月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,15:00~16:00,0.12,星漢燦爛,0.12,0.09,0.12,0.13,0.12,0.06,0.07,0.06,0.13,0.16,0.1,0.08,0.07,0.09,0.1,0.11,0.09,0.21,0.23,0.18
2024-02-01,四,16:00:00,星漢燦爛  (第 4 集)(普),2024年2月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,16:00~17:00,0.1,星漢燦爛,0.1,0.07,0.1,0.11,0.1,0.06,0.08,0.04,0.1,0.06,0.13,0.07,0.08,0.06,0.06,0.05,0.07,0.18,0.2,0.16
2024-02-01,四,17:00:00,蠟筆小新 首播 (第 492 集)(普),2024年2月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,17:00~17:30,0.09,蠟筆小新,0.09,0.08,0.09,0.1,0.07,0.04,0.04,0.04,0.09,0.11,0.08,0.11,0.14,0.08,0.06,0.07,0.06,0.12,0.13,0.11
2024-02-01,四,17:30:00,蠟筆小新 首播 (第 493 集)(普),2024年2月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,17:30~18:00,0.1,蠟筆小新,0.1,0.11,0.1,0.12,0.09,0.07,0.05,0.09,0.11,0.09,0.12,0.15,0.2,0.1,0.12,0.13,0.11,0.1,0.12,0.08
2024-02-01,四,18:00:00,蠟筆小新 首播 (第 494 集)(普),2024年2月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,18:00~18:30,0.15,蠟筆小新,0.15,0.14,0.15,0.16,0.13,0.1,0.13,0.06,0.15,0.11,0.19,0.17,0.2,0.14,0.16,0.16,0.17,0.17,0.19,0.15
2024-02-01,四,18:30:00,蠟筆小新 首播 (第 495 集)(普),2024年2月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,18:30~19:00,0.18,蠟筆小新,0.18,0.2,0.18,0.18,0.18,0.17,0.18,0.17,0.22,0.12,0.31,0.2,0.22,0.19,0.16,0.22,0.09,0.19,0.19,0.2
2024-02-01,四,19:00:00,浮圖緣 首播 (第 25 集)(普),2024年2月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,19:00~20:00,0.18,浮圖緣,0.18,0.16,0.19,0.21,0.16,0.16,0.21,0.11,0.17,0.11,0.24,0.16,0.2,0.13,0.21,0.25,0.16,0.24,0.28,0.2
2024-02-01,四,20:00:00,浮圖緣 首播 (第 26 集)(普),2024年2月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,20:00~21:00,0.23,浮圖緣,0.23,0.21,0.23,0.25,0.2,0.2,0.24,0.16,0.23,0.19,0.28,0.21,0.26,0.17,0.25,0.3,0.2,0.27,0.3,0.24
2024-02-01,四,21:00:00,醫師好辣  (第 260 集)(普),2024年2月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,21:00~22:00,0.1,醫師好辣,0.1,0.1,0.12,0.1,0.09,0.09,0.08,0.09,0.14,0.14,0.14,0.07,0.09,0.06,0.11,0.09,0.13,0.13,0.14,0.13
2024-02-01,四,22:00:00,浮圖緣  (第 25 集)(普),2024年2月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,22:00~23:00,0.07,浮圖緣,0.07,0.06,0.07,0.07,0.06,0.06,0.05,0.07,0.08,0.09,0.07,0.04,0.03,0.05,0.06,0.06,0.06,0.11,0.13,0.09
2024-02-01,四,23:00:00,浮圖緣  (第 26 集)(普),2024年2月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,23:00~24:00,0.05,浮圖緣,0.05,0.04,0.05,0.06,0.05,0.06,0.05,0.08,0.06,0.08,0.04,0.02,0.0,0.03,0.07,0.06,0.07,0.09,0.11,0.07
2024-02-02,五,00:00:00,星漢燦爛  (第 3 集)(普),2024年2月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,00:00~01:00,0.03,星漢燦爛,0.03,0.02,0.03,0.03,0.03,0.01,0.01,0.01,0.03,0.03,0.03,0.02,0.02,0.02,0.04,0.05,0.02,0.04,0.03,0.05
2024-02-02,五,01:00:00,星漢燦爛  (第 4 集)(普),2024年2月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,01:00~02:00,0.01,星漢燦爛,0.01,0.01,0.01,0.01,0.01,0.03,0.03,0.04,0.01,0.01,0.0,0.0,0.0,0.0,0.02,0.03,0.02,0.01,0.0,0.01
2024-02-02,五,02:00:00,地球的慶典  (第 64 集)(普),2024年2月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,02:00~03:00,0.01,地球的慶典,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.01
2024-02-02,五,03:00:00,地球的慶典  (第 65 集)(普),2024年2月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,03:00~04:00,0.0,地球的慶典,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
2024-02-02,五,04:00:00,東宮  (第 23 集)(普),2024年2月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,04:00~05:00,0.0,東宮,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
2024-02-02,五,05:00:00,東宮  (第 24 集)(普),2024年2月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,05:00~06:00,0.01,東宮,0.01,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.03,0.01,0.0,0.01,0.01,0.0,0.02,0.0,0.0,0.0
2024-02-02,五,06:00:00,蠟筆小新  (第 494 集)(普),2024年2月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,06:00~06:30,0.0,蠟筆小新,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.03,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.0
2024-02-02,五,06:30:00,蠟筆小新  (第 495 集)(普),2024年2月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,06:30~07:00,0.01,蠟筆小新,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.03,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.01,0.0
2024-02-02,五,07:00:00,星漢燦爛  (第 3 集)(普),2024年2月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,07:00~08:00,0.02,星漢燦爛,0.02,0.01,0.02,0.03,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.03,0.04,0.02,0.02,0.02,0.02,0.02,0.03,0.02
2024-02-02,五,08:00:00,星漢燦爛  (第 4 集)(普),2024年2月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,08:00~09:00,0.04,星漢燦爛,0.04,0.02,0.04,0.04,0.04,0.01,0.01,0.01,0.03,0.01,0.05,0.03,0.04,0.03,0.06,0.05,0.06,0.05,0.06,0.05
2024-02-02,五,09:00:00,浮圖緣  (第 25 集)(普),2024年2月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,09:00~10:00,0.06,浮圖緣,0.06,0.04,0.07,0.07,0.05,0.04,0.06,0.02,0.05,0.04,0.06,0.03,0.02,0.03,0.08,0.09,0.07,0.1,0.13,0.06
2024-02-02,五,10:00:00,浮圖緣  (第 26 集)(普),2024年2月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,10:00~11:00,0.08,浮圖緣,0.08,0.05,0.08,0.09,0.08,0.06,0.06,0.07,0.06,0.05,0.06,0.04,0.01,0.06,0.1,0.11,0.08,0.14,0.18,0.1
2024-02-02,五,11:00:00,雪中悍刀行  (第 29 集)(普),2024年2月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,11:00~12:00,0.12,雪中悍刀行,0.12,0.07,0.12,0.12,0.11,0.04,0.03,0.04,0.11,0.09,0.13,0.06,0.04,0.09,0.13,0.16,0.09,0.2,0.23,0.16
2024-02-02,五,12:00:00,雪中悍刀行  (第 30 集)(普),2024年2月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,12:00~13:00,0.14,雪中悍刀行,0.14,0.09,0.15,0.15,0.12,0.04,0.05,0.03,0.15,0.2,0.1,0.09,0.08,0.12,0.15,0.17,0.12,0.22,0.24,0.19
2024-02-02,五,13:00:00,浮圖緣  (第 25 集)(普),2024年2月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,13:00~14:00,0.12,浮圖緣,0.12,0.08,0.12,0.12,0.11,0.05,0.06,0.05,0.1,0.09,0.12,0.1,0.1,0.11,0.13,0.14,0.12,0.17,0.19,0.16
2024-02-02,五,14:00:00,浮圖緣  (第 26 集)(普),2024年2月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,14:00~15:00,0.13,浮圖緣,0.13,0.1,0.13,0.14,0.12,0.07,0.05,0.09,0.12,0.13,0.12,0.11,0.09,0.13,0.1,0.12,0.08,0.2,0.25,0.14
2024-02-02,五,15:00:00,星漢燦爛  (第 5 集)(普),2024年2月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,15:00~16:00,0.12,星漢燦爛,0.12,0.08,0.12,0.14,0.09,0.04,0.08,0.02,0.13,0.09,0.15,0.07,0.07,0.07,0.13,0.15,0.11,0.18,0.24,0.12
