Date,Weekday,Time,Program,Sheet
2024-04-19,五,03:30:00,姊妹讚出來#58,0401-0505
2024-04-19,五,04:00:00,謝謝你醫生#11,0401-0505
2024-04-19,五,05:00:00,謝謝你醫生#12,0401-0505
2024-04-19,五,06:00:00,蠟筆小新##472,0401-0505
2024-04-19,五,06:30:00,蠟筆小新##473,0401-0505
2024-04-19,五,07:00:00,那年花開月正圓#3,0401-0505
2024-04-19,五,08:00:00,那年花開月正圓#4,0401-0505
2024-04-19,五,09:00:00,樂遊原#15,0401-0505
2024-04-19,五,10:00:00,樂遊原#16,0401-0505
2024-04-19,五,11:00:00,飛狐外傳#37,0401-0505
2024-04-19,五,12:00:00,飛狐外傳#38,0401-0505
2024-04-19,五,13:00:00,樂遊原#15,0401-0505
2024-04-19,五,14:00:00,樂遊原#16,0401-0505
2024-04-19,五,15:00:00,那年花開月正圓#5,0401-0505
2024-04-19,五,16:00:00,那年花開月正圓#6,0401-0505
2024-04-19,五,17:00:00,蠟筆小新##474,0401-0505
2024-04-19,五,17:30:00,蠟筆小新##475,0401-0505
2024-04-19,五,18:00:00,蠟筆小新##476,0401-0505
2024-04-19,五,18:30:00,蠟筆小新##477,0401-0505
2024-04-19,五,19:00:00,樂遊原#17,0401-0505
2024-04-19,五,20:00:00,樂遊原#18,0401-0505
2024-04-19,五,21:00:00,壯遊天下#7,0401-0505
2024-04-19,五,22:00:00,樂遊原#17,0401-0505
2024-04-19,五,23:00:00,樂遊原#18,0401-0505
2024-04-20,六,00:00:00,聖鬥士星矢Ω#41,0401-0505
2024-04-20,六,00:30:00,聖鬥士星矢Ω#42,0401-0505
2024-04-20,六,01:00:00,聖鬥士星矢Ω#43,0401-0505
2024-04-20,六,01:30:00,聖鬥士星矢Ω#44,0401-0505
2024-04-20,六,02:00:00,春閨夢裡人#26,0401-0505
2024-04-20,六,03:00:00,春閨夢裡人#27,0401-0505
2024-04-20,六,04:00:00,春閨夢裡人#28,0401-0505
2024-04-20,六,05:00:00,春閨夢裡人#29,0401-0505
2024-04-20,六,06:00:00,春閨夢裡人#30,0401-0505
2024-04-20,六,07:00:00,蠟筆小新#391,0401-0505
2024-04-20,六,07:30:00,蠟筆小新#392,0401-0505
2024-04-20,六,08:00:00,蠟筆小新#393,0401-0505
2024-04-20,六,08:30:00,蠟筆小新#394,0401-0505
2024-04-20,六,09:00:00,春閨夢裡人#26,0401-0505
2024-04-20,六,10:00:00,春閨夢裡人#27,0401-0505
2024-04-20,六,11:00:00,春閨夢裡人#28,0401-0505
2024-04-20,六,12:00:00,春閨夢裡人#29,0401-0505
2024-04-20,六,13:00:00,春閨夢裡人#30,0401-0505
2024-04-20,六,14:00:00,蠟筆小新#391,0401-0505
2024-04-20,六,14:30:00,蠟筆小新#392,0401-0505
2024-04-20,六,15:00:00,蠟筆小新#393,0401-0505
2024-04-20,六,15:30:00,蠟筆小新#394,0401-0505
2024-04-20,六,16:00:00,蠟筆小新大電影-謎案!天下春日部學院的怪奇事件,0401-0505
2024-04-20,六,18:00:00,春閨夢裡人#26,0401-0505
2024-04-20,六,19:00:00,春閨夢裡人#27,0401-0505
2024-04-20,六,20:00:00,春閨夢裡人#28,0401-0505
2024-04-20,六,21:00:00,春閨夢裡人#29,0401-0505
2024-04-20,六,22:00:00,春閨夢裡人#30,0401-0505
2024-04-20,六,23:00:00,蠟筆小新#393,0401-0505
2024-04-20,六,23:30:00,蠟筆小新#394,0401-0505
2024-04-21,日,00:00:00,聖鬥士星矢Ω#45,0401-0505
2024-04-21,日,00:30:00,聖鬥士星矢Ω#46,0401-0505
2024-04-21,日,01:00:00,聖鬥士星矢Ω#47,0401-0505
2024-04-21,日,01:30:00,聖鬥士星矢Ω#48,0401-0505
2024-04-21,日,02:00:00,春閨夢裡人#30,0401-0505
2024-04-21,日,03:00:00,春閨夢裡人#31,0401-0505
2024-04-21,日,04:00:00,春閨夢裡人#32,0401-0505
2024-04-21,日,05:00:00,春閨夢裡人#33,0401-0505
2024-04-21,日,06:00:00,春閨夢裡人#34,0401-0505
2024-04-21,日,07:00:00,蠟筆小新#395,0401-0505
2024-04-21,日,07:30:00,蠟筆小新#396,0401-0505
2024-04-21,日,08:00:00,蠟筆小新#397,0401-0505
2024-04-21,日,08:30:00,蠟筆小新#398,0401-0505
2024-04-21,日,09:00:00,春閨夢裡人#30,0401-0505
2024-04-21,日,10:00:00,春閨夢裡人#31,0401-0505
2024-04-21,日,11:00:00,春閨夢裡人#32,0401-0505
2024-04-21,日,12:00:00,春閨夢裡人#33,0401-0505
2024-04-21,日,13:00:00,春閨夢裡人#34,0401-0505
2024-04-21,日,14:00:00,蠟筆小新#395,0401-0505
2024-04-21,日,14:30:00,蠟筆小新#396,0401-0505
2024-04-21,日,15:00:00,蠟筆小新#397,0401-0505
2024-04-21,日,15:30:00,蠟筆小新#398,0401-0505
2024-04-21,日,16:00:00,蠟筆小新大電影-幽靈忍者珍風傳,0401-0505
2024-04-21,日,18:00:00,春閨夢裡人#30,0401-0505
2024-04-21,日,19:00:00,春閨夢裡人#31,0401-0505
2024-04-21,日,20:00:00,春閨夢裡人#32,0401-0505
2024-04-21,日,21:00:00,春閨夢裡人#33,0401-0505
2024-04-21,日,22:00:00,春閨夢裡人#34,0401-0505
2024-04-21,日,23:00:00,蠟筆小新#397,0401-0505
2024-04-21,日,23:30:00,蠟筆小新#398,0401-0505
2024-04-22,一,00:00:00,那年花開月正圓#5,0401-0505
2024-04-22,一,01:00:00,那年花開月正圓#6,0401-0505
2024-04-22,一,02:00:00,姊妹讚出來#59,0401-0505
2024-04-22,一,02:30:00,姊妹讚出來#60,0401-0505
2024-04-22,一,03:00:00,姊妹讚出來#61,0401-0505
2024-04-22,一,03:30:00,姊妹讚出來#62,0401-0505
2024-04-22,一,04:00:00,謝謝你醫生#13,0401-0505
2024-04-22,一,05:00:00,謝謝你醫生#14,0401-0505
2024-04-22,一,06:00:00,蠟筆小新##476,0401-0505
2024-04-22,一,06:30:00,蠟筆小新##477,0401-0505
2024-04-22,一,07:00:00,那年花開月正圓#5,0401-0505
2024-04-22,一,08:00:00,那年花開月正圓#6,0401-0505
2024-04-22,一,09:00:00,樂遊原#17,0401-0505
2024-04-22,一,10:00:00,樂遊原#18,0401-0505
2024-04-22,一,11:00:00,飛狐外傳#39,0401-0505
2024-04-22,一,12:00:00,飛狐外傳#40(完),0401-0505
2024-04-22,一,13:00:00,樂遊原#17,0401-0505
2024-04-22,一,14:00:00,樂遊原#18,0401-0505
2024-04-22,一,15:00:00,那年花開月正圓#7,0401-0505
2024-04-22,一,16:00:00,那年花開月正圓#8,0401-0505
2024-04-22,一,17:00:00,蠟筆小新##478,0401-0505
2024-04-22,一,17:30:00,蠟筆小新##479,0401-0505
2024-04-22,一,18:00:00,蠟筆小新##480,0401-0505
2024-04-22,一,18:30:00,蠟筆小新##481,0401-0505
2024-04-22,一,19:00:00,樂遊原#19,0401-0505
2024-04-22,一,20:00:00,樂遊原#20,0401-0505
2024-04-22,一,21:00:00,醫師好辣#289,0401-0505
2024-04-22,一,22:00:00,樂遊原#19,0401-0505
2024-04-22,一,23:00:00,樂遊原#20,0401-0505
2024-04-23,二,00:00:00,那年花開月正圓#7,0401-0505
2024-04-23,二,01:00:00,那年花開月正圓#8,0401-0505
2024-04-23,二,02:00:00,姊妹讚出來#63,0401-0505
2024-04-23,二,02:30:00,姊妹讚出來#64,0401-0505
2024-04-23,二,03:00:00,姊妹讚出來#65,0401-0505
2024-04-23,二,03:30:00,姊妹讚出來#66,0401-0505
2024-04-23,二,04:00:00,謝謝你醫生#15,0401-0505
2024-04-23,二,05:00:00,謝謝你醫生#16,0401-0505
2024-04-23,二,06:00:00,蠟筆小新##480,0401-0505
2024-04-23,二,06:30:00,蠟筆小新##481,0401-0505
2024-04-23,二,07:00:00,那年花開月正圓#7,0401-0505
2024-04-23,二,08:00:00,那年花開月正圓#8,0401-0505
2024-04-23,二,09:00:00,樂遊原#19,0401-0505
2024-04-23,二,10:00:00,樂遊原#20,0401-0505
2024-04-23,二,11:00:00,絕代雙驕#1,0401-0505
2024-04-23,二,12:00:00,絕代雙驕#2,0401-0505
2024-04-23,二,13:00:00,樂遊原#19,0401-0505
2024-04-23,二,14:00:00,樂遊原#20,0401-0505
2024-04-23,二,15:00:00,那年花開月正圓#9,0401-0505
2024-04-23,二,16:00:00,那年花開月正圓#10,0401-0505
2024-04-23,二,17:00:00,蠟筆小新##482,0401-0505
2024-04-23,二,17:30:00,蠟筆小新##483,0401-0505
2024-04-23,二,18:00:00,蠟筆小新##484,0401-0505
2024-04-23,二,18:30:00,蠟筆小新##485,0401-0505
2024-04-23,二,19:00:00,樂遊原#21,0401-0505
2024-04-23,二,20:00:00,樂遊原#22,0401-0505
2024-04-23,二,21:00:00,醫師好辣#290,0401-0505
2024-04-23,二,22:00:00,樂遊原#21,0401-0505
2024-04-23,二,23:00:00,樂遊原#22,0401-0505
2024-04-24,三,00:00:00,那年花開月正圓#9,0401-0505
2024-04-24,三,01:00:00,那年花開月正圓#10,0401-0505
2024-04-24,三,02:00:00,姊妹讚出來#67,0401-0505
2024-04-24,三,02:30:00,姊妹讚出來#68,0401-0505
2024-04-24,三,03:00:00,姊妹讚出來#69,0401-0505
2024-04-24,三,03:30:00,姊妹讚出來#70,0401-0505
2024-04-24,三,04:00:00,謝謝你醫生#17,0401-0505
2024-04-24,三,05:00:00,謝謝你醫生#18,0401-0505
2024-04-24,三,06:00:00,蠟筆小新##484,0401-0505
2024-04-24,三,06:30:00,蠟筆小新##485,0401-0505
2024-04-24,三,07:00:00,那年花開月正圓#9,0401-0505
2024-04-24,三,08:00:00,那年花開月正圓#10,0401-0505
2024-04-24,三,09:00:00,樂遊原#21,0401-0505
2024-04-24,三,10:00:00,樂遊原#22,0401-0505
2024-04-24,三,11:00:00,絕代雙驕#3,0401-0505
2024-04-24,三,12:00:00,絕代雙驕#4,0401-0505
2024-04-24,三,13:00:00,樂遊原#21,0401-0505
2024-04-24,三,14:00:00,樂遊原#22,0401-0505
2024-04-24,三,15:00:00,那年花開月正圓#11,0401-0505
2024-04-24,三,16:00:00,那年花開月正圓#12,0401-0505
2024-04-24,三,17:00:00,蠟筆小新##486,0401-0505
2024-04-24,三,17:30:00,蠟筆小新##487,0401-0505
2024-04-24,三,18:00:00,蠟筆小新##488,0401-0505
2024-04-24,三,18:30:00,蠟筆小新##489,0401-0505
2024-04-24,三,19:00:00,樂遊原#23,0401-0505
2024-04-24,三,20:00:00,樂遊原#24,0401-0505
2024-04-24,三,21:00:00,醫師好辣#295,0401-0505
2024-04-24,三,22:00:00,樂遊原#23,0401-0505
2024-04-24,三,23:00:00,樂遊原#24,0401-0505
2024-04-25,四,00:00:00,那年花開月正圓#11,0401-0505
2024-04-25,四,01:00:00,那年花開月正圓#12,0401-0505
2024-04-25,四,02:00:00,姊妹讚出來#71,0401-0505
2024-04-25,四,02:30:00,姊妹讚出來#72,0401-0505
2024-04-25,四,03:00:00,姊妹讚出來#73,0401-0505
2024-04-25,四,03:30:00,姊妹讚出來#74,0401-0505
2024-04-25,四,04:00:00,謝謝你醫生#19,0401-0505
2024-04-25,四,05:00:00,謝謝你醫生#20,0401-0505
2024-04-25,四,06:00:00,蠟筆小新##488,0401-0505
2024-04-25,四,06:30:00,蠟筆小新##489,0401-0505
2024-04-25,四,07:00:00,那年花開月正圓#11,0401-0505
2024-04-25,四,08:00:00,那年花開月正圓#12,0401-0505
2024-04-25,四,09:00:00,樂遊原#23,0401-0505
2024-04-25,四,10:00:00,樂遊原#24,0401-0505
2024-04-25,四,11:00:00,絕代雙驕#5,0401-0505
2024-04-25,四,12:00:00,絕代雙驕#6,0401-0505
2024-04-25,四,13:00:00,樂遊原#23,0401-0505
2024-04-25,四,14:00:00,樂遊原#24,0401-0505
2024-04-25,四,15:00:00,那年花開月正圓#13,0401-0505
2024-04-25,四,16:00:00,那年花開月正圓#14,0401-0505
2024-04-25,四,17:00:00,蠟筆小新##490,0401-0505
2024-04-25,四,17:30:00,蠟筆小新##404,0401-0505
2024-04-25,四,18:00:00,蠟筆小新##405,0401-0505
2024-04-25,四,18:30:00,蠟筆小新##406,0401-0505
2024-04-25,四,19:00:00,樂遊原#25,0401-0505
2024-04-25,四,20:00:00,樂遊原#26,0401-0505
2024-04-25,四,21:00:00,醫師好辣#296,0401-0505
2024-04-25,四,22:00:00,樂遊原#25,0401-0505
2024-04-25,四,23:00:00,樂遊原#26,0401-0505
2024-04-26,五,00:00:00,那年花開月正圓#13,0401-0505
2024-04-26,五,01:00:00,那年花開月正圓#14,0401-0505
2024-04-26,五,02:00:00,姊妹讚出來#75,0401-0505
2024-04-26,五,02:30:00,姊妹讚出來#76(完),0401-0505
2024-04-26,五,03:00:00,地球的慶典S5#57,0401-0505
2024-04-26,五,04:00:00,謝謝你醫生#21,0401-0505
2024-04-26,五,05:00:00,謝謝你醫生#22,0401-0505
2024-04-26,五,06:00:00,蠟筆小新##405,0401-0505
2024-04-26,五,06:30:00,蠟筆小新##406,0401-0505
2024-04-26,五,07:00:00,那年花開月正圓#13,0401-0505
2024-04-26,五,08:00:00,那年花開月正圓#14,0401-0505
2024-04-26,五,09:00:00,樂遊原#25,0401-0505
2024-04-26,五,10:00:00,樂遊原#26,0401-0505
2024-04-26,五,11:00:00,絕代雙驕#7,0401-0505
2024-04-26,五,12:00:00,絕代雙驕#8,0401-0505
2024-04-26,五,13:00:00,樂遊原#25,0401-0505
2024-04-26,五,14:00:00,樂遊原#26,0401-0505
2024-04-26,五,15:00:00,那年花開月正圓#15,0401-0505
2024-04-26,五,16:00:00,那年花開月正圓#16,0401-0505
2024-04-26,五,17:00:00,蠟筆小新##407,0401-0505
2024-04-26,五,17:30:00,蠟筆小新##408,0401-0505
2024-04-26,五,18:00:00,蠟筆小新##409,0401-0505
2024-04-26,五,18:30:00,蠟筆小新##410,0401-0505
2024-04-26,五,19:00:00,樂遊原#27,0401-0505
2024-04-26,五,20:00:00,樂遊原#28,0401-0505
2024-04-26,五,21:00:00,壯遊天下#8,0401-0505
2024-04-26,五,22:00:00,樂遊原#27,0401-0505
2024-04-26,五,23:00:00,樂遊原#28,0401-0505
2024-04-27,六,00:00:00,聖鬥士星矢Ω#49,0401-0505
2024-04-27,六,00:30:00,聖鬥士星矢Ω#50,0401-0505
2024-04-27,六,01:00:00,聖鬥士星矢Ω#51,0401-0505
2024-04-27,六,01:30:00,聖鬥士星矢Ω#52,0401-0505
2024-04-27,六,02:00:00,春閨夢裡人#34,0401-0505
2024-04-27,六,03:00:00,春閨夢裡人#35,0401-0505
2024-04-27,六,04:00:00,春閨夢裡人#36,0401-0505
2024-04-27,六,05:00:00,春閨夢裡人#37,0401-0505
2024-04-27,六,06:00:00,春閨夢裡人#38(完),0401-0505
2024-04-27,六,07:00:00,蠟筆小新#399,0401-0505
2024-04-27,六,07:30:00,蠟筆小新#400,0401-0505
2024-04-27,六,08:00:00,蠟筆小新#401,0401-0505
2024-04-27,六,08:30:00,蠟筆小新#402,0401-0505
2024-04-27,六,09:00:00,春閨夢裡人#34,0401-0505
2024-04-27,六,10:00:00,春閨夢裡人#35,0401-0505
2024-04-27,六,11:00:00,春閨夢裡人#36,0401-0505
2024-04-27,六,12:00:00,春閨夢裡人#37,0401-0505
2024-04-27,六,13:00:00,春閨夢裡人#38(完),0401-0505
2024-04-27,六,14:00:00,蠟筆小新#399,0401-0505
2024-04-27,六,14:30:00,蠟筆小新#400,0401-0505
2024-04-27,六,15:00:00,蠟筆小新#401,0401-0505
2024-04-27,六,15:30:00,蠟筆小新#402,0401-0505
2024-04-27,六,16:00:00,蠟筆小新大電影-新次元!蠟筆小新THE MOVIE超能力大決戰~飛吧!手卷壽司,0401-0505
2024-04-27,六,18:00:00,春閨夢裡人#34,0401-0505
2024-04-27,六,19:00:00,春閨夢裡人#35,0401-0505
2024-04-27,六,20:00:00,春閨夢裡人#36,0401-0505
2024-04-27,六,21:00:00,春閨夢裡人#37,0401-0505
2024-04-27,六,22:00:00,春閨夢裡人#38(完),0401-0505
2024-04-27,六,23:00:00,蠟筆小新#401,0401-0505
2024-04-27,六,23:30:00,蠟筆小新#402,0401-0505
2024-04-28,日,00:00:00,聖鬥士星矢Ω#53,0401-0505
2024-04-28,日,00:30:00,聖鬥士星矢Ω#54,0401-0505
2024-04-28,日,01:00:00,聖鬥士星矢Ω#55,0401-0505
2024-04-28,日,01:30:00,聖鬥士星矢Ω#56,0401-0505
2024-04-28,日,02:00:00,以愛為營#1,0401-0505
2024-04-28,日,03:00:00,以愛為營#2,0401-0505
2024-04-28,日,04:00:00,以愛為營#3,0401-0505
2024-04-28,日,05:00:00,以愛為營#4,0401-0505
2024-04-28,日,06:00:00,以愛為營#5,0401-0505
2024-04-28,日,07:00:00,蠟筆小新#403,0401-0505
2024-04-28,日,07:30:00,蠟筆小新#465,0401-0505
2024-04-28,日,08:00:00,蠟筆小新#466,0401-0505
2024-04-28,日,08:30:00,蠟筆小新#467,0401-0505
2024-04-28,日,09:00:00,以愛為營#1,0401-0505
2024-04-28,日,10:00:00,以愛為營#2,0401-0505
2024-04-28,日,11:00:00,以愛為營#3,0401-0505
2024-04-28,日,12:00:00,以愛為營#4,0401-0505
2024-04-28,日,13:00:00,以愛為營#5,0401-0505
2024-04-28,日,14:00:00,蠟筆小新#403,0401-0505
2024-04-28,日,14:30:00,蠟筆小新#465,0401-0505
2024-04-28,日,15:00:00,蠟筆小新#466,0401-0505
2024-04-28,日,15:30:00,蠟筆小新#467,0401-0505
2024-04-28,日,16:00:00,蠟筆小新大電影-動感超人VS高衩魔王,0401-0505
2024-04-28,日,18:00:00,以愛為營#1,0401-0505
2024-04-28,日,19:00:00,以愛為營#2,0401-0505
2024-04-28,日,20:00:00,以愛為營#3,0401-0505
2024-04-28,日,21:00:00,以愛為營#4,0401-0505
2024-04-28,日,22:00:00,以愛為營#5,0401-0505
2024-04-28,日,23:00:00,蠟筆小新#466,0401-0505
2024-04-28,日,23:30:00,蠟筆小新#467,0401-0505
2024-04-29,一,00:00:00,那年花開月正圓#15,0401-0505
2024-04-29,一,01:00:00,那年花開月正圓#16,0401-0505
2024-04-29,一,02:00:00,地球的慶典S5#58,0401-0505
2024-04-29,一,03:00:00,地球的慶典S5#59,0401-0505
2024-04-29,一,04:00:00,謝謝你醫生#23,0401-0505
2024-04-29,一,05:00:00,謝謝你醫生#24,0401-0505
2024-04-29,一,06:00:00,蠟筆小新##409,0401-0505
2024-04-29,一,06:30:00,蠟筆小新##410,0401-0505
2024-04-29,一,07:00:00,那年花開月正圓#15,0401-0505
2024-04-29,一,08:00:00,那年花開月正圓#16,0401-0505
2024-04-29,一,09:00:00,樂遊原#27,0401-0505
2024-04-29,一,10:00:00,樂遊原#28,0401-0505
2024-04-29,一,11:00:00,絕代雙驕#9,0401-0505
2024-04-29,一,12:00:00,絕代雙驕#10,0401-0505
2024-04-29,一,13:00:00,樂遊原#27,0401-0505
2024-04-29,一,14:00:00,樂遊原#28,0401-0505
2024-04-29,一,15:00:00,那年花開月正圓#17,0401-0505
2024-04-29,一,16:00:00,那年花開月正圓#18,0401-0505
2024-04-29,一,17:00:00,蠟筆小新##411,0401-0505
2024-04-29,一,17:30:00,蠟筆小新##412,0401-0505
2024-04-29,一,18:00:00,蠟筆小新##413,0401-0505
2024-04-29,一,18:30:00,蠟筆小新##414,0401-0505
2024-04-29,一,19:00:00,樂遊原#29,0401-0505
2024-04-29,一,20:00:00,樂遊原#30,0401-0505
2024-04-29,一,21:00:00,醫師好辣#291,0401-0505
2024-04-29,一,22:00:00,樂遊原#29,0401-0505
2024-04-29,一,23:00:00,樂遊原#30,0401-0505
2024-04-30,二,00:00:00,那年花開月正圓#17,0401-0505
2024-04-30,二,01:00:00,那年花開月正圓#18,0401-0505
2024-04-30,二,02:00:00,地球的慶典S5#60,0401-0505
2024-04-30,二,03:00:00,地球的慶典S5#61,0401-0505
2024-04-30,二,04:00:00,謝謝你醫生#25,0401-0505
2024-04-30,二,05:00:00,謝謝你醫生#26,0401-0505
2024-04-30,二,06:00:00,蠟筆小新##413,0401-0505
2024-04-30,二,06:30:00,蠟筆小新##414,0401-0505
2024-04-30,二,07:00:00,那年花開月正圓#17,0401-0505
2024-04-30,二,08:00:00,那年花開月正圓#18,0401-0505
2024-04-30,二,09:00:00,樂遊原#29,0401-0505
2024-04-30,二,10:00:00,樂遊原#30,0401-0505
2024-04-30,二,11:00:00,絕代雙驕#11,0401-0505
2024-04-30,二,12:00:00,絕代雙驕#12,0401-0505
2024-04-30,二,13:00:00,樂遊原#29,0401-0505
2024-04-30,二,14:00:00,樂遊原#30,0401-0505
2024-04-30,二,15:00:00,那年花開月正圓#19,0401-0505
2024-04-30,二,16:00:00,那年花開月正圓#20,0401-0505
2024-04-30,二,17:00:00,蠟筆小新##415,0401-0505
2024-04-30,二,17:30:00,蠟筆小新##416,0401-0505
2024-04-30,二,18:00:00,蠟筆小新##417,0401-0505
2024-04-30,二,18:30:00,蠟筆小新##418,0401-0505
2024-04-30,二,19:00:00,樂遊原#31,0401-0505
2024-04-30,二,20:00:00,樂遊原#32,0401-0505
2024-04-30,二,21:00:00,醫師好辣#292,0401-0505
2024-04-30,二,22:00:00,樂遊原#31,0401-0505
2024-04-30,二,23:00:00,樂遊原#32,0401-0505
2024-05-01,三,00:00:00,那年花開月正圓#19,0401-0505
2024-05-01,三,01:00:00,那年花開月正圓#20,0401-0505
2024-05-01,三,02:00:00,地球的慶典S5#62,0401-0505
2024-05-01,三,03:00:00,地球的慶典S5#63,0401-0505
2024-05-01,三,04:00:00,謝謝你醫生#27,0401-0505
2024-05-01,三,05:00:00,謝謝你醫生#28,0401-0505
2024-05-01,三,06:00:00,蠟筆小新##417,0401-0505
2024-05-01,三,06:30:00,蠟筆小新##418,0401-0505
2024-05-01,三,07:00:00,那年花開月正圓#19,0401-0505
2024-05-01,三,08:00:00,那年花開月正圓#20,0401-0505
2024-05-01,三,09:00:00,樂遊原#31,0401-0505
2024-05-01,三,10:00:00,樂遊原#32,0401-0505
2024-05-01,三,11:00:00,絕代雙驕#13,0401-0505
2024-05-01,三,12:00:00,絕代雙驕#14,0401-0505
2024-05-01,三,13:00:00,樂遊原#31,0401-0505
2024-05-01,三,14:00:00,樂遊原#32,0401-0505
2024-05-01,三,15:00:00,那年花開月正圓#21,0401-0505
2024-05-01,三,16:00:00,那年花開月正圓#22,0401-0505
2024-05-01,三,17:00:00,蠟筆小新##419,0401-0505
2024-05-01,三,17:30:00,蠟筆小新##420,0401-0505
2024-05-01,三,18:00:00,蠟筆小新##421,0401-0505
2024-05-01,三,18:30:00,蠟筆小新##422,0401-0505
2024-05-01,三,19:00:00,樂遊原#33,0401-0505
2024-05-01,三,20:00:00,樂遊原#34,0401-0505
2024-05-01,三,21:00:00,醫師好辣#297,0401-0505
2024-05-01,三,22:00:00,樂遊原#33,0401-0505
2024-05-01,三,23:00:00,樂遊原#34,0401-0505
2024-05-02,四,00:00:00,那年花開月正圓#21,0401-0505
2024-05-02,四,01:00:00,那年花開月正圓#22,0401-0505
2024-05-02,四,02:00:00,地球的慶典S5#64,0401-0505
2024-05-02,四,03:00:00,地球的慶典S5#65,0401-0505
2024-05-02,四,04:00:00,謝謝你醫生#29,0401-0505
2024-05-02,四,05:00:00,謝謝你醫生#30,0401-0505
2024-05-02,四,06:00:00,蠟筆小新##421,0401-0505
2024-05-02,四,06:30:00,蠟筆小新##422,0401-0505
2024-05-02,四,07:00:00,那年花開月正圓#21,0401-0505
2024-05-02,四,08:00:00,那年花開月正圓#22,0401-0505
2024-05-02,四,09:00:00,樂遊原#33,0401-0505
2024-05-02,四,10:00:00,樂遊原#34,0401-0505
2024-05-02,四,11:00:00,絕代雙驕#15,0401-0505
2024-05-02,四,12:00:00,絕代雙驕#16,0401-0505
2024-05-02,四,13:00:00,樂遊原#33,0401-0505
2024-05-02,四,14:00:00,樂遊原#34,0401-0505
2024-05-02,四,15:00:00,那年花開月正圓#23,0401-0505
2024-05-02,四,16:00:00,那年花開月正圓#24,0401-0505
2024-05-02,四,17:00:00,蠟筆小新##423,0401-0505
2024-05-02,四,17:30:00,蠟筆小新##424,0401-0505
2024-05-02,四,18:00:00,蠟筆小新##425,0401-0505
2024-05-02,四,18:30:00,蠟筆小新##426,0401-0505
2024-05-02,四,19:00:00,樂遊原#35,0401-0505
2024-05-02,四,20:00:00,樂遊原#36,0401-0505
2024-05-02,四,21:00:00,醫師好辣#298,0401-0505
2024-05-02,四,22:00:00,樂遊原#35,0401-0505
2024-05-02,四,23:00:00,樂遊原#36,0401-0505
2024-05-03,五,00:00:00,那年花開月正圓#23,0401-0505
2024-05-03,五,01:00:00,那年花開月正圓#24,0401-0505
2024-05-03,五,02:00:00,地球的慶典S5#66,0401-0505
2024-05-03,五,03:00:00,地球的慶典S5#67,0401-0505
2024-05-03,五,04:00:00,謝謝你醫生#31,0401-0505
2024-05-03,五,05:00:00,謝謝你醫生#32,0401-0505
2024-05-03,五,06:00:00,蠟筆小新##425,0401-0505
2024-05-03,五,06:30:00,蠟筆小新##426,0401-0505
2024-05-03,五,07:00:00,那年花開月正圓#23,0401-0505
2024-05-03,五,08:00:00,那年花開月正圓#24,0401-0505
2024-05-03,五,09:00:00,樂遊原#35,0401-0505
2024-05-03,五,10:00:00,樂遊原#36,0401-0505
2024-05-03,五,11:00:00,絕代雙驕#17,0401-0505
2024-05-03,五,12:00:00,絕代雙驕#18,0401-0505
2024-05-03,五,13:00:00,樂遊原#35,0401-0505
2024-05-03,五,14:00:00,樂遊原#36,0401-0505
2024-05-03,五,15:00:00,那年花開月正圓#25,0401-0505
2024-05-03,五,16:00:00,那年花開月正圓#26,0401-0505
2024-05-03,五,17:00:00,蠟筆小新##427,0401-0505
2024-05-03,五,17:30:00,蠟筆小新##428,0401-0505
2024-05-03,五,18:00:00,蠟筆小新##429,0401-0505
2024-05-03,五,18:30:00,蠟筆小新##430,0401-0505
2024-05-03,五,19:00:00,樂遊原#37,0401-0505
2024-05-03,五,20:00:00,樂遊原#38,0401-0505
2024-05-03,五,21:00:00,壯遊天下#9,0401-0505
2024-05-03,五,22:00:00,樂遊原#37,0401-0505
2024-05-03,五,23:00:00,樂遊原#38,0401-0505
2024-05-04,六,00:00:00,聖鬥士星矢Ω#57,0401-0505
2024-05-04,六,00:30:00,聖鬥士星矢Ω#58,0401-0505
2024-05-04,六,01:00:00,聖鬥士星矢Ω#59,0401-0505
2024-05-04,六,01:30:00,聖鬥士星矢Ω#60,0401-0505
2024-05-04,六,02:00:00,以愛為營#6,0401-0505
2024-05-04,六,03:00:00,以愛為營#7,0401-0505
2024-05-04,六,04:00:00,以愛為營#8,0401-0505
2024-05-04,六,05:00:00,以愛為營#9,0401-0505
2024-05-04,六,06:00:00,以愛為營#10,0401-0505
2024-05-04,六,07:00:00,蠟筆小新#468,0401-0505
2024-05-04,六,07:30:00,蠟筆小新#469,0401-0505
2024-05-04,六,08:00:00,蠟筆小新#470,0401-0505
2024-05-04,六,08:30:00,蠟筆小新#471,0401-0505
2024-05-04,六,09:00:00,以愛為營#6,0401-0505
2024-05-04,六,10:00:00,以愛為營#7,0401-0505
2024-05-04,六,11:00:00,以愛為營#8,0401-0505
2024-05-04,六,12:00:00,以愛為營#9,0401-0505
2024-05-04,六,13:00:00,以愛為營#10,0401-0505
2024-05-04,六,14:00:00,蠟筆小新#468,0401-0505
2024-05-04,六,14:30:00,蠟筆小新#469,0401-0505
2024-05-04,六,15:00:00,蠟筆小新#470,0401-0505
2024-05-04,六,15:30:00,蠟筆小新#471,0401-0505
2024-05-04,六,16:00:00,蠟筆小新大電影-不理不理王國的秘寶,0401-0505
